symbol,mcap_cr,updated
NECCLTD,144.31,2026-08-31
NECLIFE,275.40,2026-08-31
NELCAST,1035.50,2026-08-31
NELCO,2208.09,2026-08-31
NEOGEN,5997.20,2026-08-31
NEPHROPLUS,6210.47,2026-08-31
NESCO,7299.40,2026-08-31
NESTLEIND,278885.22,2026-08-31
NETWEB,29522.44,2026-08-31
NETWORK18,4298.36,2026-08-31
NEUEON,731.12,2026-08-31
NEULANDLAB,29456.36,2026-08-31
NEWGEN,7521.55,2026-08-31
NEXTMEDIA,35.61,2026-08-31
NFL,3454.50,2026-08-31
NGIL,70.90,2026-08-31
NGLFINE,1644.46,2026-08-31
NH,38764.63,2026-08-31
NHPC,75001.74,2026-08-31
NIACL,32067.77,2026-08-31
NIBE,1993.22,2026-08-31
NIBL,75.22,2026-08-31
NICCOPAR,400.14,2026-08-31
NIITLTD,1392.78,2026-08-31
NIITMTS,3097.72,2026-08-31
NILAINFRA,270.51,2026-08-31
NILASPACES,504.89,2026-08-31
NILKAMAL,2998.63,2026-08-31
NIMBSPROJ,333.44,2026-08-31
NINSYS,1304.80,2026-08-31
NIPPOBATRY,247.64,2026-08-31
NIRAJ,174.65,2026-08-31
NIRAJISPAT,21.29,2026-08-31
NIRLON,5832.44,2026-08-31
NITCO,2152.78,2026-08-31
NITINSPIN,3553.95,2026-08-31
NITIRAJ,210.24,2026-08-31
NITTAGELA,1472.63,2026-08-31
NIVABUPA,15011.01,2026-08-31
NKIND,35.75,2026-08-31
NLCINDIA,42467.96,2026-08-31
NMDC,75471.79,2026-08-31
NOCIL,2852.09,2026-08-31
NOIDATOLL,78.96,2026-08-31
NORBTEAEXP,106.25,2026-08-31
NORTHARC,5047.08,2026-08-31
NOVAAGRI,218.97,2026-08-31
NOVARTIND,3843.73,2026-08-31
NPST,3797.62,2026-08-31
NRAIL,861.44,2026-08-31
NRBBEARING,4605.04,2026-08-31
NRL,849.32,2026-08-31
NSIL,2909.64,2026-08-31
NSLNISP,13805.07,2026-08-31
NTCIND,196.73,2026-08-31
NTPC,314230.91,2026-08-31
NTPCGREEN,76549.64,2026-08-31
NUCLEUS,1943.81,2026-08-31
NURECA,319.12,2026-08-31
NUVAMA,32308.41,2026-08-31
NUVOCO,11426.24,2026-08-31
NYKAA,97048.50,2026-08-31
OAL,1543.72,2026-08-31
OBCL,116.27,2026-08-31
OBEROIRLTY,67595.19,2026-08-31
OCCLLTD,789.79,2026-08-31
ODIGMA,66.96,2026-08-31
ODYCORP,61.48,2026-08-31
OFSS,106021.03,2026-08-31
OIL,78547.88,2026-08-31
OILCOUNTUB,333.54,2026-08-31
OLAELEC,18874.24,2026-08-31
OLECTRA,10521.08,2026-08-31
OMAXAUTO,397.83,2026-08-31
OMAXE,2318.64,2026-08-31
OMFREIGHT,288.07,2026-08-31
OMINFRAL,794.51,2026-08-31
OMNI,6800.51,2026-08-31
OMPOWER,597.85,2026-08-31
ONEGLOBAL,1045.98,2026-08-31
ONELIFECAP,117.99,2026-08-31
ONEPOINT,1423.97,2026-08-31
ONESOURCE,17497.90,2026-08-31
ONGC,292567.77,2026-08-31
ONIDA,1335.33,2026-08-31
ONIXSOLAR,94.61,2026-08-31
ONMOBILE,541.77,2026-08-31
ONWARDTEC,647.49,2026-08-31
OPTIEMUS,5092.35,2026-08-31
OPTIFIN,97.87,2026-08-31
ORBTEXP,637.43,2026-08-31
ORCHASP,48.74,2026-08-31
ORCHPHARMA,4877.73,2026-08-31
ORICONENT,866.64,2026-08-31
ORIENTALTL,37.05,2026-08-31
ORIENTBELL,568.00,2026-08-31
ORIENTCEM,2657.32,2026-08-31
ORIENTCER,539.53,2026-08-31
ORIENTELEC,3846.67,2026-08-31
ORIENTHOT,2448.07,2026-08-31
ORIENTLTD,81.03,2026-08-31
ORIENTPPR,362.84,2026-08-31
ORIENTTECH,1101.14,2026-08-31
ORIRAIL,847.81,2026-08-31
ORISSAMINE,2609.08,2026-08-31
ORKLAINDIA,8232.15,2026-08-31
ORTINGLOBE,11.92,2026-08-31
OSIAHYPER,43.26,2026-08-31
OSWALAGRO,502.28,2026-08-31
OSWALGREEN,519.22,2026-08-31
OSWALPUMPS,3155.90,2026-08-31
OSWALSEEDS,108.03,2026-08-31
PACEDIGITK,3395.91,2026-08-31
PACIFICI,94.30,2026-08-31
PAGEIND,39836.06,2026-08-31
PAISALO,6178.07,2026-08-31
PAKKA,344.10,2026-08-31
PALASHSECU,88.33,2026-08-31
PALREDTEC,65.33,2026-08-31
PANACEABIO,2553.20,2026-08-31
PANACHE,801.53,2026-08-31
PANAMAPET,2849.25,2026-08-31
PANCHMAHQ,574.41,2026-08-31
PANORAMA,1201.08,2026-08-31
PANSARI,549.56,2026-08-31
PAR,147.03,2026-08-31
PARACABLES,2001.16,2026-08-31
PARADEEP,16717.22,2026-08-31
PARAGMILK,3149.02,2026-08-31
PARAS,11515.28,2026-08-31
PARASPETRO,79.23,2026-08-31
PARKHOSPS,11591.23,2026-08-31
PARKHOTELS,2374.30,2026-08-31
PARNAXLAB,151.37,2026-08-31
PARSVNATH,66.79,2026-08-31
PASHUPATI,1317.02,2026-08-31
PASUPTAC,549.65,2026-08-31
PATANJALI,37464.33,2026-08-31
PATELENG,2498.90,2026-08-31
PATELRMART,759.48,2026-08-31
PATINTLOG,91.23,2026-08-31
PAUSHAKLTD,1874.81,2026-08-31
PAVNAIND,259.12,2026-08-31
PAYTM,106802.33,2026-08-31
PBMPOLY,41.31,2026-08-31
PCBL,12409.40,2026-08-31
PCJEWELLER,8424.24,2026-08-31
PDMJEPAPER,917.07,2026-08-31
PDSL,5230.74,2026-08-31
PEARLPOLY,26.02,2026-08-31
PENIND,2226.90,2026-08-31
PENINLAND,535.91,2026-08-31
PERMAGN,759.63,2026-08-31
PERSISTENT,87981.71,2026-08-31
PETRONET,43739.20,2026-08-31
PFC,114699.98,2026-08-31
PFIZER,21465.00,2026-08-31
PFOCUS,22428.93,2026-08-31
PFS,1729.68,2026-08-31
PGEL,16445.45,2026-08-31
PGHH,25935.66,2026-08-31
PGHL,9494.07,2026-08-31
PGIL,11220.58,2026-08-31
PHOENIXLTD,67781.40,2026-08-31
PHOENXINTL,54.60,2026-08-31
PICCADIL,6293.78,2026-08-31
PIDILITIND,166959.12,2026-08-31
PIGL,174.37,2026-08-31
PIIND,36475.83,2026-08-31
PILANIINVS,4812.00,2026-08-31
PILITA,150.64,2026-08-31
PINELABS,18933.40,2026-08-31
PIONEEREMB,67.64,2026-08-31
PIONRINV,102.61,2026-08-31
PIRAMALFIN,51251.13,2026-08-31
PITTIENG,4124.82,2026-08-31
PIXTRANS,2477.37,2026-08-31
PKTEA,236.72,2026-08-31
PLASTIBLEN,483.62,2026-08-31
PLATIND,1256.55,2026-08-31
PLAZACABLE,248.12,2026-08-31
PML,152.04,2026-08-31
PNB,131566.66,2026-08-31
PNBGILTS,1388.98,2026-08-31
PNBHOUSING,29964.52,2026-08-31
PNC,25.09,2026-08-31
PNCINFRA,4812.99,2026-08-31
PNGJL,7969.35,2026-08-31
PNGSREVA,1707.76,2026-08-31
POCL,3813.74,2026-08-31
PODDARMENT,270.61,2026-08-31
POEL,452.16,2026-08-31
POKARNA,2655.43,2026-08-31
POLICYBZR,83955.26,2026-08-31
POLYCAB,137925.26,2026-08-31
POLYMED,18061.24,2026-08-31
POLYPLEX,3769.91,2026-08-31
POLYSPIN,30.46,2026-08-31
PONNIERODE,351.63,2026-08-31
POONAWALLA,40136.65,2026-08-31
POWERGRID,245799.05,2026-08-31
POWERICA,6538.32,2026-08-31
POWERINDIA,146517.81,2026-08-31
POWERMECH,8015.95,2026-08-31
PPAP,369.00,2026-08-31
PPL,627.26,2026-08-31
PPLPHARMA,28529.97,2026-08-31
PRABHA,3019.81,2026-08-31
PRADPME,866.69,2026-08-31
PRAENG,144.42,2026-08-31
PRAJIND,6374.64,2026-08-31
PRAKASH,2301.53,2026-08-31
PRAKASHSTL,67.55,2026-08-31
PRAVEG,693.77,2026-08-31
PRAXIS,79.34,2026-08-31
PRECAM,1186.08,2026-08-31
PRECOT,852.30,2026-08-31
PRECWIRE,9177.38,2026-08-31
PREMEXPLN,3570.57,2026-08-31
PREMIER,8.41,2026-08-31
PREMIERENE,44627.25,2026-08-31
PREMIERPOL,952.77,2026-08-31
PRESTIGE,68217.29,2026-08-31
PRICOLLTD,9620.42,2026-08-31
PRIMESECU,949.99,2026-08-31
PRIMO,515.12,2026-08-31
PRINCEPIPE,3259.82,2026-08-31
PRISMX,24.10,2026-08-31
PRITI,44.63,2026-08-31
PRITIKAUTO,285.93,2026-08-31
PRIVISCL,13588.88,2026-08-31
PROSTARM,803.13,2026-08-31
PROTEAN,2118.49,2026-08-31
PROZONER,682.78,2026-08-31
PRSMJOHNSN,5600.35,2026-08-31
PRUDENT,14355.83,2026-08-31
PRUDMOULI,53.25,2026-08-31
PSB,16145.24,2026-08-31
PSPPROJECT,3512.25,2026-08-31
PTC,4579.77,2026-08-31
PTCIL,33210.31,2026-08-31
PTL,508.46,2026-08-31
PUNJABCHEM,1372.14,2026-08-31
PURVA,5042.62,2026-08-31
PVP,1776.99,2026-08-31
PVRINOX,11946.56,2026-08-31
PVSL,742.12,2026-08-31
PWL,32835.40,2026-08-31
PYRAMID,571.45,2026-08-31
QMSMEDI,350.59,2026-08-31
QPOWER,11182.93,2026-08-31
QUADFUTURE,1551.21,2026-08-31
QUESS,5662.94,2026-08-31
QUICKHEAL,777.56,2026-08-31
QUINTEGRA,3.24,2026-08-31
RACE,163.09,2026-08-31
RACLGEAR,1800.59,2026-08-31
RADAAN,16.59,2026-08-31
RADHIKAJWE,792.23,2026-08-31
RADIANTCMS,429.06,2026-08-31
RADICO,60166.28,2026-08-31
RADIOCITY,224.07,2026-08-31
RAILTEL,8816.12,2026-08-31
RAIN,6536.35,2026-08-31
RAINBOW,14419.59,2026-08-31
RAJMET,85.99,2026-08-31
RAJOOENG,985.04,2026-08-31
RAJPALAYAM,743.47,2026-08-31
RAJRATAN,2513.15,2026-08-31
RAJRILTD,1287.02,2026-08-31
RAJSREESUG,125.83,2026-08-31
RAJTV,56.17,2026-08-31
RALLIS,4028.38,2026-08-31
RAMANEWS,469.26,2026-08-31
RAMAPHO,439.57,2026-08-31
RAMASTEEL,618.06,2026-08-31
RAMBHAJO,1121.29,2026-08-31
RAMCOCEM,20965.50,2026-08-31
RAMCOIND,2847.91,2026-08-31
RAMCOSYS,2171.38,2026-08-31
RAMKY,2431.38,2026-08-31
RAMRAT,5284.77,2026-08-31
RANASUG,280.65,2026-08-31
RANEHOLDIN,2237.33,2026-08-31
RATEGAIN,11222.55,2026-08-31
RATNAMANI,18645.36,2026-08-31
RATNAVEER,2197.44,2026-08-31
RAYMOND,4233.34,2026-08-31
RAYMONDLSL,4064.07,2026-08-31
RAYMONDREL,3552.37,2026-08-31
RBA,6117.50,2026-08-31
RBLBANK,59085.23,2026-08-31
RBZJEWEL,599.68,2026-08-31
RCF,6300.42,2026-08-31
RCOM,224.94,2026-08-31
RECLTD,82037.99,2026-08-31
REDINGTON,27846.19,2026-08-31
REDTAPE,6859.33,2026-08-31
REFEX,3882.72,2026-08-31
REGAAL,858.05,2026-08-31
REGENCERAM,90.47,2026-08-31
RELAXO,8830.69,2026-08-31
RELCHEMQ,86.05,2026-08-31
RELIABLE,143.17,2026-08-31
RELIANCE,1740087.60,2026-08-31
RELIGARE,8089.45,2026-08-31
RELINFRA,2411.00,2026-08-31
RELTD,2925.56,2026-08-31
REMSONSIND,332.82,2026-08-31
RENUKA,5361.58,2026-08-31
REPCOHOME,2273.24,2026-08-31
REPL,117.88,2026-08-31
REPRO,446.74,2026-08-31
RESPONIND,3957.37,2026-08-31
RETAIL,18.19,2026-08-31
RGL,1452.65,2026-08-31
RHETAN,1522.83,2026-08-31
RHIM,7657.72,2026-08-31
RHL,287.33,2026-08-31
RICOAUTO,1771.41,2026-08-31
RIIL,1134.41,2026-08-31
RIR,1256.25,2026-08-31
RISHABH,2711.37,2026-08-31
RITCO,876.57,2026-08-31
RITES,10479.65,2026-08-31
RKDL,41.82,2026-08-31
RKEC,53.32,2026-08-31
RKFORGE,13627.91,2026-08-31
RKSWAMY,465.50,2026-08-31
RMC,253.56,2026-08-31
RMDRIP,910.85,2026-08-31
RML,3137.32,2026-08-31
RNBDENIMS,266.18,2026-08-31
ROHLTD,816.26,2026-08-31
ROLEXRINGS,4920.32,2026-08-31
ROLLT,99.05,2026-08-31
ROML,64.53,2026-08-31
ROSSARI,2705.75,2026-08-31
ROSSELLIND,219.69,2026-08-31
ROSSTECH,4217.32,2026-08-31
ROTO,1191.16,2026-08-31
ROUTE,3138.69,2026-08-31
RPEL,8156.88,2026-08-31
RPGLIFE,4360.15,2026-08-31
RPOWER,9171.40,2026-08-31
RPPINFRA,272.72,2026-08-31
RPPL,172.65,2026-08-31
RPSGVENT,2805.52,2026-08-31
RPTECH,5382.74,2026-08-31
RRECL,381.47,2026-08-31
RRIL,203.92,2026-08-31
RRKABEL,33024.30,2026-08-31
RSDFIN,116.49,2026-08-31
RSL,1236.43,2026-08-31
RSSOFTWARE,76.84,2026-08-31
RSWM,924.03,2026-08-31
RSYSTEMS,2907.49,2026-08-31
RTNINDIA,4135.54,2026-08-31
RTNPOWER,3912.53,2026-08-31
RTSPOWR,79.09,2026-08-31
RUBFILA,338.07,2026-08-31
RUBICON,30183.43,2026-08-31
RUBYMILLS,1278.03,2026-08-31
RUCHINFRA,132.02,2026-08-31
RUCHIRA,307.06,2026-08-31
RUDRA,206.99,2026-08-31
RUPA,1166.56,2026-08-31
RUSHIL,503.84,2026-08-31
RUSTOMJEE,4801.53,2026-08-31
RVHL,235.64,2026-08-31
RVNL,43660.06,2026-08-31
RVTH,228.83,2026-08-31
S&SPOWER,417.95,2026-08-31
SAATVIKGL,4984.07,2026-08-31
SAB,258.70,2026-08-31
SADBHAV,144.95,2026-08-31
SADBHIN,93.18,2026-08-31
SADHNANIQ,836.04,2026-08-31
SAFARI,7413.74,2026-08-31
SAGARDEEP,40.06,2026-08-31
SAGCEM,1756.04,2026-08-31
SAGILITY,22166.57,2026-08-31
SAHLIBHFI,243.02,2026-08-31
SAHYADRI,383.12,2026-08-31
SAICAPI,44.25,2026-08-31
SAIL,81326.77,2026-08-31
SAILIFE,31108.00,2026-08-31
SAIPARENT,2301.74,2026-08-31
SAKAR,1934.03,2026-08-31
SAKHTISUG,253.32,2026-08-31
SAKSOFT,1995.64,2026-08-31
SAKUMA,273.84,2026-08-31
SALASAR,1015.76,2026-08-31
SALONA,141.80,2026-08-31
SALSTEEL,1143.71,2026-08-31
SALZERELEC,961.90,2026-08-31
SAMBANDAM,51.16,2026-08-31
SAMBHAAV,117.92,2026-08-31
SAMBHV,3781.74,2026-08-31
SAMHI,3041.10,2026-08-31
SAMMAANCAP,11901.14,2026-08-31
SAMPANN,127.60,2026-08-31
SANATHAN,3842.16,2026-08-31
SANDESH,765.72,2026-08-31
SANDHAR,3936.77,2026-08-31
SANDUMA,9821.09,2026-08-31
SANGAMIND,2982.24,2026-08-31
SANGHVIMOV,3958.06,2026-08-31
SANGINITA,144.97,2026-08-31
SANOFI,7166.58,2026-08-31
SANOFICONR,9549.77,2026-08-31
SANSERA,24895.48,2026-08-31
SANSTAR,2023.39,2026-08-31
SAPPHIRE,7254.73,2026-08-31
SAPPL,245.79,2026-08-31
SARDAEN,17690.21,2026-08-31
SAREGAMA,9342.14,2026-08-31
SARLAPOLY,835.03,2026-08-31
SARVESHWAR,375.22,2026-08-31
SASKEN,2895.41,2026-08-31
SATIA,569.47,2026-08-31
SATIN,2463.97,2026-08-31
SAURASHCEM,624.72,2026-08-31
SAYAJIHOTL,501.49,2026-08-31
SAYAJIIND,310.67,2026-08-31
SBC,2045.18,2026-08-31
SBCL,6125.99,2026-08-31
SBFC,10930.33,2026-08-31
SBGLP,431.23,2026-08-31
SBICARD,62355.50,2026-08-31
SBIFUNDS,117117.59,2026-08-31
SBILIFE,174875.58,2026-08-31
SBIN,962857.67,2026-08-31
SCANSTL,350.85,2026-08-31
SCHAEFFLER,62664.10,2026-08-31
SCHAND,476.18,2026-08-31
SCHNEIDER,28668.46,2026-08-31
SCI,13516.05,2026-08-31
SCILAL,1855.74,2026-08-31
SCODATUBES,734.58,2026-08-31
SCPL,655.44,2026-08-31
SDBL,1487.80,2026-08-31
SEAMECLTD,4220.31,2026-08-31
SECMARK,165.94,2026-08-31
SECURKLOUD,59.14,2026-08-31
SEDEMAC,13523.24,2026-08-31
SEJALLTD,803.43,2026-08-31
SEKURITIND,1044.80,2026-08-31
SELMC,92.11,2026-08-31
SEMAC,92.71,2026-08-31
SENCO,5674.17,2026-08-31
SENORES,6741.67,2026-08-31
SEPC,967.26,2026-08-31
SERVOTECH,1784.86,2026-08-31
SESHAPAPER,1380.02,2026-08-31
SETCO,244.09,2026-08-31
SETL,7397.88,2026-08-31
SEYAIND,31.89,2026-08-31
SFL,7003.40,2026-08-31
SGFIN,4542.00,2026-08-31
SGIL,942.43,2026-08-31
SGL,28.23,2026-08-31
SGLRES,59.86,2026-08-31
SGMART,10237.87,2026-08-31
SGRL,784.96,2026-08-31
SHADOWFAX,15135.09,2026-08-31
SHAH,297.26,2026-08-31
SHAHALLOYS,214.96,2026-08-31
SHAILY,15400.91,2026-08-31
SHAKTIPUMP,6022.95,2026-08-31
SHALBY,1648.19,2026-08-31
SHALPAINTS,675.18,2026-08-31
SHANKARA,355.01,2026-08-31
SHANKESH,1361.07,2026-08-31
SHANTI,7.16,2026-08-31
SHANTIGEAR,4030.80,2026-08-31
SHANTIGOLD,1651.95,2026-08-31
SHARDACROP,6927.54,2026-08-31
SHARDAMOTR,5065.64,2026-08-31
SHARDUL,457.04,2026-08-31
SHAREINDIA,3664.85,2026-08-31
SHBAJRG,149.36,2026-08-31
SHEKHAWATI,56.90,2026-08-31
SHEMAROO,359.54,2026-08-31
SHILCTECH,4606.14,2026-08-31
SHILGRAVQ,93.44,2026-08-31
SHILPAMED,18548.43,2026-08-31
SHIPROCKET,9870.32,2026-08-31
SHIVAAGRO,51.42,2026-08-31
SHIVACEM,476.72,2026-08-31
SHIVALIK,508.03,2026-08-31
SHIVAMAUTO,235.24,2026-08-31
SHIVAMILLS,53.83,2026-08-31
SHIVATEX,232.92,2026-08-31
SHIVAUM,608.45,2026-08-31
SHK,2087.71,2026-08-31
SHOPERSTOP,3674.40,2026-08-31
SHRADDHA,679.69,2026-08-31
SHRADHA,261.55,2026-08-31
SHREDIGCEM,1118.59,2026-08-31
SHREECEM,85672.71,2026-08-31
SHREEJISPG,10131.18,2026-08-31
SHREEPUSHK,1531.40,2026-08-31
SHREERAMA,594.57,2026-08-31
SHREYANIND,174.80,2026-08-31
SHRIKRISH,111.82,2026-08-31
SHRINGARMS,1871.99,2026-08-31
SHRIPISTON,20245.07,2026-08-31
SHRIRAMFIN,250151.56,2026-08-31
SHRIRAMPPS,1338.94,2026-08-31
SHRJAGP,564.29,2026-08-31
SHUKRAPHAR,1966.29,2026-08-31
SHYAMCENT,100.66,2026-08-31
SHYAMMETL,30188.15,2026-08-31
SHYAMTEL,15.23,2026-08-31
SICAGEN,213.88,2026-08-31
SICALLOG,636.49,2026-08-31
SIEL,44.39,2026-08-31
SIEMENS,143299.87,2026-08-31
SIGACHI,1256.99,2026-08-31
SIGIND,220.98,2026-08-31
SIGMA,500.46,2026-08-31
SIGMAADV,13768.18,2026-08-31
SIGNATURE,10612.88,2026-08-31
SIGNPOST,1360.90,2026-08-31
SIKA,2104.19,2026-08-31
SIKKO,216.95,2026-08-31
SIL,122.55,2026-08-31
SILGO,184.45,2026-08-31
SILINV,517.08,2026-08-31
SILLYMONKS,17.21,2026-08-31
SILVERTUC,2175.11,2026-08-31
SIMPLEXINF,2106.14,2026-08-31
SINCLAIR,417.67,2026-08-31
SINDHUTRAD,3816.25,2026-08-31
SINTERCOM,218.41,2026-08-31
SIRCA,2479.77,2026-08-31
SIS,6086.87,2026-08-31
SIYSIL,2530.26,2026-08-31
SJS,7875.46,2026-08-31
SJVN,21930.67,2026-08-31
SKFINDIA,7716.77,2026-08-31
SKFINDUS,14279.87,2026-08-31
SKIPPER,6110.36,2026-08-31
SKMEGGPROD,1417.84,2026-08-31
SKYGOLD,12607.74,2026-08-31
SMARTLINK,215.14,2026-08-31
SMARTWORKS,6173.84,2026-08-31
SMCGLOBAL,1650.52,2026-08-31
SMLMAH,7398.21,2026-08-31
SMLT,89.09,2026-08-31
SMSPHARMA,3521.24,2026-08-31
SNOWMAN,626.04,2026-08-31
SOBHA,13488.64,2026-08-31
SOFTTECH,577.54,2026-08-31
SOLARA,2935.57,2026-08-31
SOLARINDS,183074.19,2026-08-31
SOLARWORLD,1187.58,2026-08-31
SOLEX,793.94,2026-08-31
SOMANYCERA,2312.72,2026-08-31
SOMATEX,259.97,2026-08-31
SOMICONVEY,107.61,2026-08-31
SONACOMS,50655.50,2026-08-31
SONAL,127.27,2026-08-31
SONAMLTD,317.41,2026-08-31
SONATSOFTW,8084.75,2026-08-31
SOTL,4739.43,2026-08-31
SOUTHBANK,11974.97,2026-08-31
SOUTHWEST,608.97,2026-08-31
SPAL,2649.99,2026-08-31
SPANDANA,1918.74,2026-08-31
SPARC,6513.10,2026-08-31
SPCENET,165.33,2026-08-31
SPECIALITY,678.33,2026-08-31
SPECTRUM,3356.34,2026-08-31
SPELS,680.65,2026-08-31
SPENCERS,266.39,2026-08-31
SPIC,1378.71,2026-08-31
SPLIL,94.31,2026-08-31
SPLPETRO,13820.87,2026-08-31
SPMLINFRA,1457.57,2026-08-31
SPORTKING,2888.03,2026-08-31
SRD,257.92,2026-08-31
SREEL,574.97,2026-08-31
SRF,76097.47,2026-08-31
SRGHFL,407.11,2026-08-31
SRHHYPOLTD,850.20,2026-08-31
SRIKPRIND,42.75,2026-08-31
SRM,1048.12,2026-08-31
SRTL,115.41,2026-08-31
SSDL,223.62,2026-08-31
SSWL,4808.17,2026-08-31
STALLION,1742.15,2026-08-31
STANLEY,779.77,2026-08-31
STAR,9486.75,2026-08-31
STARCEMENT,7427.64,2026-08-31
STARHEALTH,33804.86,2026-08-31
STARPAPER,238.74,2026-08-31
STARTECK,254.35,2026-08-31
STCINDIA,696.74,2026-08-31
STEELCAS,3529.99,2026-08-31
STEELCITY,126.88,2026-08-31
STEELXIND,1323.50,2026-08-31
STEL,1209.64,2026-08-31
STERTOOLS,779.25,2026-08-31
STLNETWORK,1368.72,2026-08-31
STLSTRINF,16.44,2026-08-31
STLTECH,35494.22,2026-08-31
STOVEKRAFT,2829.09,2026-08-31
STUDDS,1751.23,2026-08-31
STYL,6376.46,2026-08-31
STYLAMIND,5873.37,2026-08-31
STYLEBAAZA,3006.58,2026-08-31
STYRENIX,3509.64,2026-08-31
SUBEXLTD,1020.03,2026-08-31
SUBROS,4687.19,2026-08-31
SUDARCOLOR,893.03,2026-08-31
SUDARSCHEM,9994.11,2026-08-31
SUDEEPPHRM,13663.88,2026-08-31
SUKHJITS,497.71,2026-08-31
SULA,1241.48,2026-08-31
SUMEDHA,31.20,2026-08-31
SUMEETINDS,713.25,2026-08-31
SUMICHEM,25822.07,2026-08-31
SUMIT,237.77,2026-08-31
SUMMITSEC,1560.18,2026-08-31
SUNCLAY,2899.25,2026-08-31
SUNDARAM,73.92,2026-08-31
SUNDARMFIN,49938.32,2026-08-31
SUNDRMBRAK,304.11,2026-08-31
SUNDRMFAST,25226.97,2026-08-31
SUNDROP,2495.34,2026-08-31
SUNFLAG,6150.56,2026-08-31
SUNLOC,82.99,2026-08-31
SUNPHARMA,461874.51,2026-08-31
SUNRAKSHAK,1105.16,2026-08-31
SUNSHIEL,908.74,2026-08-31
SUNSHINE,1416.34,2026-08-31
SUNTECK,4393.42,2026-08-31
SUNTV,18300.09,2026-08-31
SUPERHOUSE,182.95,2026-08-31
SUPERSPIN,35.31,2026-08-31
SUPRAJIT,6949.31,2026-08-31
SUPREME,162.80,2026-08-31
SUPREMEIND,45809.44,2026-08-31
SUPREMEINF,664.03,2026-08-31
SUPRIYA,6450.76,2026-08-31
SUPTANERY,159.71,2026-08-31
SURAJEST,888.16,2026-08-31
SURAJLTD,385.63,2026-08-31
SURAKSHA,1756.44,2026-08-31
SURANASOL,129.40,2026-08-31
SURANAT&P,253.68,2026-08-31
SURYALAXMI,110.97,2026-08-31
SURYAROSNI,4780.52,2026-08-31
SURYODAY,1651.30,2026-08-31
SUTLEJTEX,643.03,2026-08-31
SUVEN,8747.79,2026-08-31
SUVIDHAA,46.20,2026-08-31
SUYOG,867.25,2026-08-31
SUZLON,63818.73,2026-08-31
SVGLOBAL,250.34,2026-08-31
SVLL,939.25,2026-08-31
SVPGLOB,48.58,2026-08-31
SWANCORP,9854.42,2026-08-31
SWANDEF,12834.57,2026-08-31
SWARAJ,806.86,2026-08-31
SWARAJENG,4363.05,2026-08-31
SWARNSAR,71.50,2026-08-31
SWELECTES,898.85,2026-08-31
SWIGGY,74610.54,2026-08-31
SWISSMLTRY,389.79,2026-08-31
SWSOLAR,4415.89,2026-08-31
SYMPHONY,4057.19,2026-08-31
SYNCOMF,1811.62,2026-08-31
SYNGENE,16337.05,2026-08-31
SYRMA,27899.24,2026-08-31
SYSTMTXC,791.92,2026-08-31
TAINWALCHM,199.01,2026-08-31
TAJGVK,2632.18,2026-08-31
TAKE,230.62,2026-08-31
TALBROAUTO,2522.83,2026-08-31
TAMBOLIIN,252.96,2026-08-31
TANAA,739.52,2026-08-31
TANLA,7004.07,2026-08-31
TARACHAND,380.15,2026-08-31
TARAPUR,28.15,2026-08-31
TARC,3816.07,2026-08-31
TARIL,9312.03,2026-08-31
TARMAT,152.33,2026-08-31
TARSONS,1737.76,2026-08-31
TASTYBITE,2589.92,2026-08-31
TATACAP,155903.83,2026-08-31
TATACHEM,16275.60,2026-08-31
TATACOMM,48855.73,2026-08-31
TATACONSUM,103208.30,2026-08-31
TATAELXSI,22420.21,2026-08-31
TATAINVEST,32370.60,2026-08-31
TATAPOWER,111186.10,2026-08-31
TATASTEEL,226500.30,2026-08-31
TATATECH,33582.94,2026-08-31
TATVA,3774.14,2026-08-31
TBOTEK,18656.31,2026-08-31
TBZ,2016.98,2026-08-31
TCI,6680.52,2026-08-31
TCIEXP,1842.27,2026-08-31
TCIFINANCE,19.95,2026-08-31
TCPLPACK,3552.94,2026-08-31
TCS,840154.95,2026-08-31
TDPOWERSYS,12250.61,2026-08-31
TEAMGTY,215.84,2026-08-31
TEAMLEASE,2153.59,2026-08-31
TECHM,143806.70,2026-08-31
TECHNOE,11486.08,2026-08-31
TECHNVISN,3310.86,2026-08-31
TECILCHEM,18.11,2026-08-31
TEGA,11981.69,2026-08-31
TEJASNET,9935.91,2026-08-31
TEMBO,972.53,2026-08-31
TENNIND,21554.06,2026-08-31
TERAI,83.94,2026-08-31
TERASOFT,364.50,2026-08-31
TEXINFRA,1414.44,2026-08-31
TEXMOPIPES,133.19,2026-08-31
TEXRAIL,4434.64,2026-08-31
TFCILTD,6480.77,2026-08-31
TFL,67.13,2026-08-31
TGBHOTELS,27.02,2026-08-31
TGVSL,1115.33,2026-08-31
THACKER,107.71,2026-08-31
THAKDEV,126.60,2026-08-31
THANGAMAYL,16704.12,2026-08-31
THEINVEST,494.72,2026-08-31
THEJO,2245.23,2026-08-31
THELEELA,19260.96,2026-08-31
THEMISMED,1156.50,2026-08-31
THERMAX,43760.98,2026-08-31
THOMASCOOK,5014.32,2026-08-31
THOMASCOTT,387.58,2026-08-31
THYROCARE,9584.06,2026-08-31
TI,14142.04,2026-08-31
TICL,126.60,2026-08-31
TIGERLOGS,297.85,2026-08-31
TIIL,7489.34,2026-08-31
TIINDIA,53703.97,2026-08-31
