symbol,ltp,level,which,level_c,level_d,mcap_cr,level_52,pct,gap,score,max_score,failing,eligible,bucket,px,atr_pct,turnover_cr,ret_12m,ret_3m,ret_1m,dist_50dma,dist_200dma,dma200_slope,base_tight,base_depth_pct,spike_level,screened_ok,pre_score,pre_passed,pre_max,btst_ready,gate_failed,brk_score
DCI,351.5,475.0,C+D,475.0,475.0,566.47,475.0,-26.0,26.0,7,8,c12,False,OTHER,,,,,,,,,,,,,,,,,,,
SURYODAY,161.32,218.0,C+D,218.0,218.0,1718.29,218.0,-26.0,26.0,6,8,"c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
BSHSL,90.28,122.0,C+D,122.0,122.0,951.56,150.0,-26.0,26.0,4,8,"c04,c05,c06,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
DGCONTENT,25.9,35.0,C+D,35.0,35.0,154.14,42.07,-26.000000000000007,26.000000000000007,2,8,"c04,c05,c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
JYOTHYLAB,205.44,277.8,C+D,277.8,277.8,7544.16,352.7,-26.047516198704106,26.047516198704106,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
GESHIP,1329.6,1798.0,C+D,1798.0,1798.0,18890.24,1798.0,-26.051167964404897,26.051167964404897,5,8,"c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
LIBAS,9.94,13.45,C+D,13.45,13.45,24.6,14.3,-26.096654275092934,26.096654275092934,1,8,"c04,c05,c06,c07,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
MAANALU,124.89,169.0,C+D,169.0,169.0,728.54,184.74,-26.10059171597633,26.10059171597633,3,8,"c04,c05,c06,c08,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
DELTACORP,63.82,86.4,C+D,86.4,86.4,1717.0,98.8,-26.134259259259263,26.134259259259263,3,8,"c04,c05,c06,c08,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
BHANDARI,2.85,3.86,C+D,3.86,3.86,90.84,4.72,-26.165803108808284,26.165803108808284,2,8,"c04,c05,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
SUNTV,487.8,660.7,C+D,660.7,660.7,19145.58,660.7,-26.169214469502045,26.169214469502045,3,8,"c04,c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
CCCL,15.17,20.55,C+D,20.55,20.55,703.38,28.87,-26.180048661800488,26.180048661800488,2,8,"c04,c05,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
UNICHEMLAB,507.15,687.2,C+D,687.2,687.2,3538.36,687.2,-26.200523864959262,26.200523864959262,6,8,"c06,c07",True,OTHER,,,,,,,,,,,,,,,,,,,
WSI,60.48,81.99,C+D,81.99,81.99,412.64,98.9,-26.234906695938527,26.234906695938527,1,8,"c04,c05,c06,c07,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
ICICIPRULI,499.75,677.55,C+D,677.55,677.55,72053.06,706.8,-26.241605785550874,26.241605785550874,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
APTECHT,94.73,128.48,C+D,128.48,128.48,556.17,144.3,-26.26867995018679,26.26867995018679,2,8,"c04,c05,c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
DBEIL,7.21,9.78,C+D,9.78,9.78,33.5,18.56,-26.27811860940695,26.27811860940695,2,8,"c04,c05,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
VARDMNPOLY,6.7,9.09,C+D,9.09,9.09,296.99,10.56,-26.292629262926287,26.292629262926287,2,8,"c04,c05,c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
MAPMYINDIA,985.0,1337.0,C+D,1337.0,1337.0,5454.44,1998.0,-26.327599102468213,26.327599102468213,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
WEBELSOLAR,94.49,128.31,C+D,128.31,128.31,4112.64,157.3,-26.358039123996573,26.358039123996573,2,8,"c04,c05,c06,c07,c08,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
TORNTPOWER,1342.9,1824.1,C+D,1824.1,1824.1,67512.54,1824.1,-26.380132668165114,26.380132668165114,4,8,"c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
SHIVAMAUTO,17.59,23.9,C+D,23.9,23.9,231.69,35.79,-26.40167364016736,26.40167364016736,2,8,"c04,c05,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
NLCINDIA,285.35,387.8,C+D,387.8,387.8,39911.19,387.8,-26.418256833419285,26.418256833419285,6,8,"c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
CANTABIL,233.21,316.95,C,316.95,321.5,1934.5,321.5,-26.420571067991794,26.420571067991794,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
MITTAL,0.89,1.21,C+D,1.21,1.21,41.17,1.82,-26.44628099173553,26.44628099173553,2,8,"c04,c05,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
BELLACASA,241.95,328.95,C,328.95,344.0,315.84,497.35,-26.447788417692657,26.447788417692657,4,8,"c04,c05,c06,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
SUMMITSEC,1466.8,1995.4,C+D,1995.4,1995.4,1613.71,2495.0,-26.49092913701514,26.49092913701514,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
SERVOTECH,85.12,115.8,C+D,115.8,115.8,1903.33,143.0,-26.493955094991357,26.493955094991357,2,8,"c04,c05,c06,c07,c08,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
PKTEA,698.3,950.0,C+D,950.0,950.0,212.11,998.0,-26.494736842105265,26.494736842105265,4,8,"c05,c06,c08,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
UPL,567.0,771.9,C+D,771.9,771.9,47958.33,812.2,-26.544889234356777,26.544889234356777,3,8,"c04,c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
ANMOL,10.43,14.2,C+D,14.2,14.2,58.88,17.74,-26.549295774647884,26.549295774647884,2,8,"c04,c05,c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
FIRSTCRY,212.78,289.7,C+D,289.7,289.7,10273.45,438.7,-26.551605108733167,26.551605108733167,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
EMKAY,239.42,325.98,C+D,325.98,325.98,646.91,409.9,-26.553776305294814,26.553776305294814,3,8,"c05,c06,c07,c08,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
BHARATWIRE,192.37,262.0,C+D,262.0,262.0,1330.52,262.0,-26.576335877862594,26.576335877862594,6,8,"c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
SAKUMA,1.68,2.29,C+D,2.29,2.29,270.58,3.1,-26.637554585152845,26.637554585152845,1,8,"c04,c05,c06,c07,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
CAPACITE,210.5,287.0,C+D,287.0,287.0,1770.85,334.0,-26.65505226480836,26.65505226480836,3,8,"c04,c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
URJA,9.67,13.19,C+D,13.19,13.19,430.86,14.45,-26.686884003032596,26.686884003032596,2,8,"c04,c05,c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
AROGRANITE,24.77,33.8,C+D,33.8,33.8,37.74,45.63,-26.71597633136094,26.71597633136094,2,8,"c04,c05,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
TARMAT,54.12,73.9,C+D,73.9,73.9,134.78,73.9,-26.765899864682012,26.765899864682012,2,8,"c04,c05,c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
SALZERELEC,571.05,779.8,C+D,779.8,779.8,1012.62,952.5,-26.769684534496026,26.769684534496026,4,8,"c04,c05,c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
TRACXN,29.79,40.68,C+D,40.68,40.68,328.1,55.9,-26.769911504424783,26.769911504424783,2,8,"c04,c05,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
SILLYMONKS,16.13,22.05,C+D,22.05,22.05,17.94,28.45,-26.848072562358283,26.848072562358283,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
JISLJALEQS,28.3,38.69,C+D,38.69,38.69,2244.87,59.0,-26.854484362884463,26.854484362884463,4,8,"c04,c05,c06,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
SOMATEX,94.23,128.9,C+D,128.9,128.9,309.88,161.25,-26.896819239720713,26.896819239720713,2,8,"c05,c06,c07,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
ASTEC,620.65,850.0,C+D,850.0,850.0,1383.75,941.75,-26.982352941176472,26.982352941176472,3,8,"c04,c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
CHEMFAB,378.0,518.0,C+D,518.0,518.0,542.88,764.0,-27.027027027027028,27.027027027027028,3,8,"c04,c05,c06,c07,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
TIRUMALCHM,164.68,225.71,C+D,225.71,225.71,2027.71,328.8,-27.03912099596828,27.03912099596828,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
ESSENTIA,1.29,1.77,C+D,1.77,1.77,174.48,2.07,-27.11864406779661,27.11864406779661,2,8,"c04,c05,c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
ORICONENT,53.29,73.12,C+D,73.12,73.12,839.62,73.12,-27.119803063457336,27.119803063457336,3,8,"c05,c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
FLAIR,251.35,345.0,C+D,345.0,345.0,2675.0,348.8,-27.144927536231883,27.144927536231883,3,8,"c04,c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
GREENPOWER,9.79,13.45,C+D,13.45,13.45,1147.58,15.04,-27.21189591078067,27.21189591078067,2,8,"c04,c05,c06,c07,c08,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
KPIGREEN,369.25,507.3,C+D,507.3,507.3,7355.18,542.25,-27.212694657993296,27.212694657993296,3,8,"c04,c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
ALOKINDS,11.91,16.39,C,16.39,17.0,5895.38,19.34,-27.33374008541794,27.33374008541794,4,8,"c04,c05,c06,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
MHRIL,230.31,316.95,C+D,316.95,316.95,4632.08,368.9,-27.335541883577847,27.335541883577847,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
BROOKS,59.9,82.44,C+D,82.44,82.44,175.32,164.02,-27.341096555070354,27.341096555070354,2,8,"c04,c05,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
JPPOWER,17.8,24.5,C+D,24.5,24.5,12233.42,24.5,-27.3469387755102,27.3469387755102,4,8,"c06,c07,c08,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
NACLIND,177.98,245.0,C+D,245.0,245.0,4205.47,280.34,-27.35510204081633,27.35510204081633,6,8,"c06,c07",True,OTHER,,,,,,,,,,,,,,,,,,,
CREATIVEYE,6.1,8.4,C+D,8.4,8.4,11.92,8.83,-27.38095238095239,27.38095238095239,2,8,"c04,c05,c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
AHLADA,38.86,53.53,C+D,53.53,53.53,49.88,72.0,-27.405193349523632,27.405193349523632,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
AHLWEST,545.0,751.4,C+D,751.4,751.4,634.9,751.4,-27.468725046579717,27.468725046579717,5,8,"c07,c08,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
NDL,2.32,3.2,C,3.2,3.23,335.61,3.75,-27.500000000000007,27.500000000000007,1,8,"c04,c05,c06,c07,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
ISGEC,807.55,1113.9,C+D,1113.9,1113.9,5955.45,1113.9,-27.50246880330372,27.50246880330372,3,8,"c04,c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
VIRINCHI,15.63,21.58,C,21.58,22.04,167.08,32.69,-27.57182576459684,27.57182576459684,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
HILTON,21.12,29.16,C+D,29.16,29.16,109.21,51.47,-27.572016460905346,27.572016460905346,2,8,"c04,c05,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
GTPL,59.02,81.5,C+D,81.5,81.5,659.56,120.38,-27.582822085889568,27.582822085889568,2,8,"c04,c05,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
HDFCLIFE,540.0,745.75,C+D,745.75,745.75,116374.46,815.0,-27.58967482400268,27.58967482400268,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
S&SPOWER,322.1,444.95,C+D,444.95,444.95,393.88,468.9,-27.60984380267445,27.60984380267445,3,8,"c05,c06,c07,c08,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
RUSTOMJEE,369.65,511.0,C,511.0,514.9,4724.54,668.0,-27.6614481409002,27.6614481409002,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
SUVIDHAA,2.53,3.5,C+D,3.5,3.5,53.76,4.45,-27.71428571428572,27.71428571428572,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
KAKATCEM,114.09,157.9,C+D,157.9,157.9,91.69,165.55,-27.745408486383788,27.745408486383788,3,8,"c04,c05,c06,c07,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
SUNDARAM,1.25,1.73,C,1.73,1.75,73.92,2.38,-27.74566473988439,27.74566473988439,2,8,"c04,c05,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
MKPL,4.19,5.8,C+D,5.8,5.8,160.5,8.85,-27.75862068965516,27.75862068965516,2,8,"c04,c05,c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
SURAJLTD,223.04,308.99,C+D,308.99,308.99,404.98,354.95,-27.816434188808703,27.816434188808703,4,8,"c04,c05,c06,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
VIPCLOTHNG,20.21,28.0,C+D,28.0,28.0,185.66,41.2,-27.82142857142857,27.82142857142857,1,8,"c04,c05,c06,c07,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
SBGLP,25.2,34.93,C,34.93,35.32,443.98,44.75,-27.85571142284569,27.85571142284569,2,8,"c04,c05,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
BLBLIMITED,16.21,22.47,C+D,22.47,22.47,84.69,22.47,-27.859368046283926,27.859368046283926,2,8,"c04,c05,c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
SUPERSPIN,6.24,8.65,C+D,8.65,8.65,34.24,10.78,-27.861271676300582,27.861271676300582,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
THEINVEST,99.31,137.8,C+D,137.8,137.8,520.75,164.8,-27.931785195936143,27.931785195936143,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
SEYAIND,12.75,17.7,C+D,17.7,17.7,33.17,23.99,-27.966101694915253,27.966101694915253,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
NELCAST,124.75,173.2,C+D,173.2,173.2,1080.86,175.43,-27.97344110854503,27.97344110854503,5,8,"c05,c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
MARATHON,380.15,528.0,C+D,528.0,528.0,2415.4,685.4,-28.001893939393945,28.001893939393945,3,8,"c04,c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
THANGAMAYL,5349.0,7430.0,C+D,7430.0,7430.0,16696.35,7430.0,-28.008075370121134,28.008075370121134,7,8,c06,True,OTHER,,,,,,,,,,,,,,,,,,,
ZENITHSTL,5.32,7.39,C+D,7.39,7.39,74.32,10.33,-28.01082543978348,28.01082543978348,2,8,"c04,c05,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
SWANCORP,307.5,427.2,C,427.2,438.9,10348.56,506.0,-28.019662921348313,28.019662921348313,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
PIONEEREMB,22.84,31.75,C+D,31.75,31.75,72.52,44.9,-28.062992125984255,28.062992125984255,2,8,"c04,c05,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
NAGREEKEXP,22.22,30.89,C+D,30.89,30.89,68.69,40.0,-28.06733570734866,28.06733570734866,2,8,"c04,c05,c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
COFFEEDAY,31.07,43.26,C+D,43.26,43.26,657.13,51.46,-28.17845584835876,28.17845584835876,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
AFCONS,262.85,366.0,C+D,366.0,366.0,9720.33,479.4,-28.18306010928961,28.18306010928961,4,8,"c04,c05,c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
FMNL,9.3,12.95,C+D,12.95,12.95,56.15,14.35,-28.185328185328174,28.185328185328174,1,8,"c04,c05,c06,c07,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
SPARC,207.38,289.0,C+D,289.0,289.0,6892.82,289.0,-28.242214532871973,28.242214532871973,6,8,"c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
GREAVESCOT,195.08,271.9,C+D,271.9,271.9,4553.86,271.9,-28.25303420375137,28.25303420375137,6,8,"c06,c07",True,OTHER,,,,,,,,,,,,,,,,,,,
TARACHAND,50.12,70.0,C+D,70.0,70.0,399.78,103.67,-28.400000000000002,28.400000000000002,1,8,"c04,c05,c06,c07,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
NETWORK18,29.32,40.95,C+D,40.95,40.95,4516.68,58.55,-28.400488400488406,28.400488400488406,4,8,"c04,c05,c06,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
CAMLINFINE,124.37,173.8,C,173.8,192.0,2371.71,235.0,-28.440736478711166,28.440736478711166,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
RALLIS,213.14,298.4,C+D,298.4,298.4,4132.19,385.8,-28.57238605898123,28.57238605898123,3,8,"c04,c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
APCL,102.85,144.0,C,144.0,148.78,308.41,152.0,-28.576388888888893,28.576388888888893,3,8,"c04,c05,c06,c08,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
PLAZACABLE,46.4,65.0,C+D,65.0,65.0,207.93,65.0,-28.61538461538462,28.61538461538462,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
JUNIPER,196.13,275.0,C+D,275.0,275.0,4367.94,312.5,-28.68,28.68,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
TOUCHWOOD,67.89,95.2,C,95.2,103.79,74.65,128.0,-28.68697478991597,28.68697478991597,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
HMAAGRO,22.09,30.98,C+D,30.98,30.98,1144.47,34.24,-28.69593285990962,28.69593285990962,4,8,"c04,c05,c06,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
DEVIT,26.7,37.45,C+D,37.45,37.45,154.24,50.89,-28.704939919893196,28.704939919893196,2,8,"c04,c05,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
AXITA,7.3,10.24,C+D,10.24,10.24,277.68,12.2,-28.710937500000007,28.710937500000007,1,8,"c04,c05,c06,c07,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
BGRENERGY,260.85,366.0,C+D,366.0,366.0,1905.12,490.8,-28.729508196721305,28.729508196721305,4,8,"c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
ODIGMA,22.73,31.9,C,31.9,31.94,69.97,56.09,-28.746081504702193,28.746081504702193,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
GLFL,5.45,7.65,C+D,7.65,7.65,14.45,9.34,-28.758169934640527,28.758169934640527,1,8,"c04,c05,c06,c07,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
SOMICONVEY,93.92,131.88,C+D,131.88,131.88,107.79,169.4,-28.783742796481647,28.783742796481647,1,8,"c04,c05,c06,c07,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
KEYFINSERV,249.05,349.9,C+D,349.9,349.9,138.72,382.1,-28.822520720205763,28.822520720205763,2,8,"c04,c05,c06,c07,c08,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
MUTHOOTFIN,2906.0,4082.9,C+D,4082.9,4082.9,116989.16,4149.5,-28.825099806510078,28.825099806510078,4,8,"c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
ORIENTTECH,259.05,364.0,C+D,364.0,364.0,1174.18,466.73,-28.83241758241758,28.83241758241758,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
HGM,48.25,67.8,C+D,67.8,67.8,59.87,82.4,-28.83480825958702,28.83480825958702,1,8,"c04,c05,c06,c07,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
BHARATRAS,1370.3,1926.5,C,1926.5,1995.0,2285.4,3000.0,-28.871009602906827,28.871009602906827,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
RVNL,230.68,324.8,C,324.8,339.0,48022.95,400.7,-28.97783251231527,28.97783251231527,4,8,"c04,c05,c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
WCIL,87.92,123.9,C+D,123.9,123.9,902.26,147.29,-29.039548022598872,29.039548022598872,1,8,"c04,c05,c06,c07,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
DECCANCE,562.25,794.0,C+D,794.0,794.0,798.58,1164.9,-29.18765743073048,29.18765743073048,4,8,"c04,c05,c06,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
HCC,20.18,28.5,C+D,28.5,28.5,4470.71,28.5,-29.192982456140353,29.192982456140353,3,8,"c05,c06,c07,c08,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
SUNTECK,298.55,421.75,C+D,421.75,421.75,4360.63,473.0,-29.211618257261406,29.211618257261406,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
PASHUPATI,83.76,118.35,C+D,118.35,118.35,1326.17,118.35,-29.226869455006327,29.226869455006327,4,8,"c06,c07,c08,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
MANORG,449.3,635.0,C+D,635.0,635.0,388.69,637.85,-29.244094488188978,29.244094488188978,3,8,"c05,c06,c07,c08,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
TEAMGTY,220.05,311.0,C+D,311.0,311.0,197.85,332.55,-29.244372990353696,29.244372990353696,3,8,"c04,c05,c06,c08,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
HPAL,33.54,47.42,C+D,47.42,47.42,315.8,53.0,-29.27035006326445,29.27035006326445,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
CELEBRITY,6.91,9.77,C+D,9.77,9.77,36.53,14.2,-29.273285568065504,29.273285568065504,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
FOCUS,68.58,97.0,C+D,97.0,97.0,449.89,100.9,-29.298969072164947,29.298969072164947,1,8,"c04,c05,c06,c07,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
VSTTILLERS,4489.0,6350.0,C+D,6350.0,6350.0,3884.91,6374.0,-29.30708661417323,29.30708661417323,4,8,"c04,c05,c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
SECURKLOUD,19.41,27.46,C+D,27.46,27.46,64.25,34.18,-29.31536780772032,29.31536780772032,2,8,"c04,c05,c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
DREAMFOLKS,70.33,99.5,C+D,99.5,99.5,371.56,160.0,-29.316582914572862,29.316582914572862,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
ASHOKA,117.98,166.96,C+D,166.96,166.96,3308.58,214.5,-29.336367992333496,29.336367992333496,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
IDBI,83.0,117.55,C+D,117.55,117.55,89887.78,118.38,-29.39174819225861,29.39174819225861,4,8,"c04,c05,c06,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
TFL,10.92,15.47,C,15.47,17.18,64.33,18.5,-29.411764705882355,29.411764705882355,2,8,"c04,c05,c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
TATAELXSI,3808.0,5398.5,C,5398.5,5636.5,23853.91,5950.0,-29.461887561359635,29.461887561359635,4,8,"c04,c05,c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
SUKHJITS,162.92,231.1,C+D,231.1,231.1,509.83,231.1,-29.502379922111643,29.502379922111643,2,8,"c04,c05,c06,c07,c08,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
REPRO,354.3,503.45,C+D,503.45,503.45,528.29,590.0,-29.62558347402919,29.62558347402919,3,8,"c04,c05,c06,c07,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
HUBTOWN,178.74,254.0,C+D,254.0,254.0,2540.27,365.7,-29.62992125984252,29.62992125984252,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
NECLIFE,10.49,14.91,C+D,14.91,14.91,208.39,22.4,-29.64453386988598,29.64453386988598,2,8,"c04,c05,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
MOKSH,10.55,15.0,C+D,15.0,15.0,66.07,16.65,-29.666666666666664,29.666666666666664,2,8,"c04,c05,c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
PGHH,8482.0,12060.0,C,12060.0,12079.0,27568.41,14509.0,-29.66832504145937,29.66832504145937,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
AXISCADES,1554.8,2211.0,C+D,2211.0,2211.0,6718.02,2211.0,-29.678878335594757,29.678878335594757,6,8,"c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
BBL,2299.5,3270.0,C+D,3270.0,3270.0,2595.64,3411.0,-29.678899082568805,29.678899082568805,3,8,"c04,c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
RESPONIND,169.38,240.9,C+D,240.9,240.9,4502.46,240.9,-29.68866749688668,29.68866749688668,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
TOKYOPLAST,80.0,113.8,C+D,113.8,113.8,77.56,140.85,-29.701230228470997,29.701230228470997,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
ADVENZYMES,294.55,419.0,C+D,419.0,419.0,3353.13,419.0,-29.701670644391402,29.701670644391402,5,8,"c05,c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
